2.0856-2.0557i
-0.39607+1.122i
-0.40342+1.1184i
-0.41201+1.1145i
-0.42259+1.1093i
-0.42909+1.1037i
-0.4385+1.0989i
-0.44283+1.0956i
-0.45134+1.0917i
-0.45793+1.0877i
-0.46754+1.0805i
-0.47645+1.0743i
-0.48265+1.0724i
-0.49062+1.0657i
-0.49941+1.0586i
-0.50727+1.0552i
-0.51529+1.0485i
-0.52203+1.0437i
-0.52782+1.0402i
-0.5338+1.0345i
-0.54362+1.0281i
-0.5526+1.0221i
-0.5562+1.0185i
-0.56645+1.0117i
-0.57316+1.0056i
-0.58017+0.99901i
-0.58706+0.99763i
-0.59258+0.99035i
-0.59967+0.98486i
-0.60825+0.97913i
-0.61173+0.97432i
-0.62068+0.96775i
-0.62887+0.96289i
-0.63416+0.95634i
-0.64125+0.95055i
-0.64791+0.94341i
-0.65441+0.93894i
-0.66146+0.93279i
-0.6689+0.92616i
-0.67547+0.91965i
-0.68091+0.91373i
-0.68705+0.90948i
-0.69454+0.90079i
-0.69892+0.89733i
-0.70755+0.88924i
-0.71252+0.88459i
-0.71812+0.87905i
-0.7249+0.87097i
-0.73101+0.86534i
-0.7369+0.85803i
-0.74238+0.85381i
-0.74941+0.84643i
-0.75469+0.83834i
-0.75945+0.83538i
-0.76692+0.82718i
-0.7713+0.82052i
-0.77775+0.81388i
-0.78325+0.80707i
-0.78846+0.8031i
-0.79448+0.79436i
-0.79972+0.78976i
-0.80496+0.78284i
-0.81068+0.77514i
-0.81663+0.76623i
-0.8227+0.76133i
-0.82646+0.75552i
-0.83106+0.748i
-0.83662+0.73999i
-0.84179+0.73448i
-0.84675+0.72735i
-0.85147+0.72108i
-0.85714+0.71474i
-0.86179+0.70562i
-0.86638+0.69977i
-0.87161+0.69224i
-0.87616+0.68516i
-0.87986+0.68004i
-0.88407+0.67221i
-0.89042+0.66417i
-0.89422+0.65636i
-0.89886+0.65058i
-0.9031+0.6423i
-0.90661+0.63572i
-0.91227+0.62574i
-0.91513+0.62185i
-0.92098+0.61431i
-0.92476+0.60636i
-0.92921+0.59916i
-0.9329+0.59064i
-0.93712+0.58333i
-0.94175+0.5775i
-0.94427+0.56837i
-0.9488+0.56165i
-0.95336+0.55221i
-0.95689+0.54663i
-0.95981+0.5396i
-0.96348+0.53201i
-0.96676+0.52424i
-0.97038+0.51576i
-0.97442+0.50946i
-0.97769+0.50201i
-0.9803+0.49481i
-0.98433+0.48711i
-0.98733+0.47896i
-0.99089+0.47062i
-0.99381+0.46432i
-0.99628+0.45627i
-0.99997+0.44955i
-1.0023+0.43961i
-1.0055+0.43328i
-1.0078+0.42727i
-1.0102+0.41947i
-1.0143+0.41014i
-1.0149+0.40392i
-1.019+0.39575i
-1.0207+0.38822i
-1.023+0.37984i
-1.0257+0.37135i
-1.0278+0.36503i
-1.0304+0.35764i
-1.0329+0.3493i
-1.035+0.3421i
-1.037+0.33249i
-1.0385+0.3256i
-1.0401+0.31805i
-1.0423+0.3104i
-1.0441+0.30352i
-1.0468+0.29367i
-1.0484+0.28639i
-1.0496+0.27906i
-1.0515+0.27073i
-1.0517+0.26228i
-1.0542+0.25207i
-1.0561+0.2461i
-1.0574+0.23816i
-1.059+0.22824i
-1.0598+0.22187i
-1.0613+0.21421i
-1.0625+0.20634i
-1.0636+0.19731i
-1.0652+0.18888i
-1.0665+0.18002i
-1.0667+0.17324i
-1.0677+0.16569i
-1.0684+0.15657i
-1.0694+0.14778i
-1.0707+0.14098i
-1.0709+0.13174i
-1.0717+0.12282i
-1.0722+0.11484i
-1.0729+0.10547i
-1.073+0.097143i
-1.0734+0.088709i
-1.0747+0.080248i
-1.0753+0.072976i
-1.0749+0.065483i
-1.0751+0.056039i
-1.0755+0.048081i
-1.0751+0.038946i
-1.0757+0.030864i
-1.0757+0.023344i
-1.0758+0.013341i
-1.0743+0.0060961i
-1.0746-0.0016113i
-1.0748-0.010034i
-1.0747-0.018789i
-1.0739-0.028525i
-1.0734-0.035307i
-1.0726-0.042667i
-1.0727-0.051122i
-1.0727-0.058966i
-1.0712-0.068154i
-1.0704-0.075953i
-1.0706-0.083329i
-1.0696-0.091549i
-1.0681-0.09989i
-1.0671-0.11023i
-1.0654-0.11762i
-1.0655-0.12486i
-1.0641-0.13353i
-1.0634-0.14047i
-1.0618-0.14874i
-1.0606-0.15814i
-1.0586-0.16426i
-1.057-0.17384i
-1.0563-0.18168i
-1.0549-0.19061i
-1.0533-0.19702i
-1.0525-0.20206i
-1.049-0.21436i
-1.0489-0.22055i
-1.0466-0.22773i
-1.0448-0.23656i
-1.0432-0.2441i
-1.0413-0.25152i
-1.0398-0.25958i
-1.0377-0.26746i
-1.0354-0.27594i
-1.0331-0.2829i
-1.0319-0.28845i
-1.0286-0.2982i
-1.0265-0.30619i
-1.0249-0.31251i
-1.0215-0.32025i
-1.0183-0.32938i
-1.0172-0.33686i
-1.0154-0.34335i
-1.0136-0.34955i
-1.0082-0.36016i
-1.0069-0.36625i
-1.0034-0.37355i
-1.0022-0.37996i
-0.99829-0.38899i
-0.99488-0.39678i
-0.99298-0.40259i
-0.98883-0.4117i
-0.98674-0.41908i
-0.98247-0.42616i
-0.9794-0.43412i
-0.97702-0.44011i
-0.97359-0.44778i
-0.96982-0.45474i
-0.9674-0.46234i
-0.96376-0.4698i
-0.95989-0.47749i
-0.95637-0.4838i
-0.95251-0.4907i
-0.94899-0.49784i
-0.94448-0.50642i
-0.94117-0.5132i
-0.93797-0.51878i
-0.93382-0.52692i
-0.9303-0.53361i
-0.92658-0.53914i
-0.9238-0.54536i
-0.91779-0.55479i
-0.91451-0.56088i
-0.91138-0.56788i
-0.90604-0.57502i
-0.9034-0.58023i
-0.89725-0.58833i
-0.89448-0.59358i
-0.88923-0.60113i
-0.88465-0.60811i
-0.88183-0.61378i
-0.87676-0.62091i
-0.87272-0.62714i
-0.86757-0.6335i
-0.86276-0.63992i
-0.85899-0.64506i
-0.85252-0.65299i
-0.85022-0.65863i
-0.84422-0.66557i
-0.83846-0.67256i
-0.83391-0.67832i
-0.82944-0.68479i
-0.82414-0.69308i
-0.81835-0.69732i
-0.81417-0.70349i
-0.80949-0.70928i
-0.80515-0.71457i
-0.80004-0.72079i
-0.79281-0.7288i
-0.78874-0.73333i
-0.78396-0.73935i
-0.77715-0.74628i
-0.77255-0.7506i
-0.76622-0.75781i
-0.76136-0.7633i
-0.756-0.76867i
-0.74998-0.7753i
-0.74507-0.78002i
-0.73884-0.78725i
-0.73483-0.79048i
-0.72774-0.79694i
-0.72287-0.80254i
-0.71598-0.8091i
-0.71072-0.81383i
-0.70631-0.81947i
-0.69858-0.82445i
-0.69274-0.82996i
-0.68736-0.83493i
-0.68143-0.83965i
-0.67588-0.84405i
-0.66957-0.85018i
-0.66107-0.85593i
-0.65768-0.85981i
-0.64953-0.86637i
-0.643-0.872i
-0.63651-0.87626i
-0.63071-0.8803i
-0.62497-0.8858i
-0.61978-0.89046i
-0.61195-0.896i
-0.60766-0.89884i
-0.59989-0.90453i
-0.59356-0.90959i
-0.58835-0.91354i
-0.58041-0.91806i
-0.57336-0.92216i
-0.56689-0.92669i
-0.56153-0.93078i
-0.55335-0.93593i
-0.54733-0.93971i
-0.53812-0.94547i
-0.5344-0.94833i
-0.5256-0.95267i
-0.52035-0.95551i
-0.5112-0.95807i
-0.50555-0.96266i
-0.49832-0.96818i
-0.49349-0.97142i
-0.48432-0.97578i
-0.47567-0.97969i
-0.47125-0.98299i
-0.46245-0.98747i
-0.4556-0.98958i
-0.44791-0.99405i
-0.44056-0.99761i
-0.43372-1.0016i
-0.42718-1.0037i
-0.42043-1.0086i
-0.41113-1.0106i
-0.40587-1.0139i
-0.39785-1.0186i
-0.39145-1.0207i
-0.38381-1.0234i
-0.37659-1.0262i
-0.36791-1.0295i
-0.35923-1.0317i
-0.35137-1.0355i
-0.3453-1.0379i
-0.33555-1.0421i
-0.33134-1.0432i
-0.32183-1.0466i
-0.31321-1.0483i
-0.30551-1.0517i
-0.29775-1.0538i
-0.28956-1.0552i
-0.28162-1.0586i
-0.27334-1.0601i
-0.26889-1.0634i
-0.25786-1.0646i
-0.25119-1.0668i
-0.24267-1.0697i
-0.23426-1.0713i
-0.2257-1.0745i
-0.21663-1.076i
-0.21256-1.0767i
-0.20234-1.0795i
-0.19528-1.0806i
-0.18644-1.0833i
-0.17819-1.0844i
-0.17144-1.0863i
-0.16039-1.0886i
-0.1546-1.09i
-0.14758-1.0925i
-0.13754-1.0928i
-0.13118-1.0934i
-0.12297-1.0954i
-0.11563-1.0967i
-0.10608-1.0974i
-0.096595-1.0988i
-0.090067-1.0996i
-0.081524-1.1017i
-0.073321-1.1012i
-0.064605-1.1029i
-0.058467-1.1037i
-0.046657-1.1038i
-0.041154-1.1048i
-0.032088-1.1055i
-0.025388-1.1052i
-0.015829-1.1066i
-0.008838-1.1083i
-0.0011465-1.1072i
0.0058692-1.1084i
0.014902-1.1084i
0.022214-1.1092i
0.032293-1.1079i
0.040469-1.1084i
0.048833-1.1099i
0.057529-1.1077i
0.064729-1.1082i
0.071794-1.1084i
0.081866-1.1082i
0.089823-1.1073i
0.097124-1.1068i
0.10628-1.1072i
0.11314-1.1048i
0.12155-1.1055i
0.13126-1.1037i
0.13796-1.1041i
0.14686-1.1029i
0.15481-1.1014i
0.16302-1.0998i
0.1693-1.1i
0.17955-1.1001i
0.18722-1.0999i
0.19377-1.097i
0.20324-1.0959i
0.21072-1.0948i
0.2203-1.0935i
0.22907-1.0909i
0.23536-1.09i
0.2424-1.088i
0.25297-1.0878i
0.25978-1.0849i
0.26692-1.0832i
0.275-1.0807i
0.28308-1.0805i
0.29188-1.0779i
0.29885-1.0746i
0.30795-1.0737i
0.31506-1.0717i
0.32511-1.0695i
0.33091-1.0679i
0.33919-1.0658i
0.34883-1.0632i
0.35663-1.0598i
0.36306-1.0581i
0.37082-1.0557i
0.38033-1.0522i
0.3867-1.0505i
0.395-1.047i
0.40249-1.0454i
0.41002-1.0416i
0.41731-1.0402i
0.42555-1.0357i
0.43278-1.0327i
0.44186-1.0298i
0.44885-1.0268i
0.45611-1.024i
0.46234-1.0201i
0.47216-1.0164i
0.47895-1.014i
0.48719-1.0083i
0.49362-1.0065i
0.5004-1.0036i
0.50957-0.99836i
0.51728-0.99617i
0.52507-0.9932i
0.53187-0.98729i
0.53689-0.98527i
0.5455-0.98138i
0.5527-0.97731i
0.5601-0.97449i
0.56813-0.96934i
0.57504-0.96533i
0.58238-0.96086i
0.59095-0.95532i
0.59768-0.95197i
0.60419-0.9468i
0.61146-0.94185i
0.61845-0.93855i
0.62461-0.93755i
0.63293-0.93076i
0.63898-0.9269i
0.6458-0.92281i
0.65102-0.91928i
0.6608-0.91151i
0.6676-0.90762i
0.67554-0.90195i
0.68019-0.89717i
0.68671-0.89256i
0.69418-0.88817i
0.69989-0.8843i
0.70592-0.8774i
0.71153-0.87249i
0.71717-0.86853i
0.72575-0.86262i
0.73524-0.85621i
0.7378-0.85208i
0.74661-0.84736i
0.75077-0.84173i
0.75813-0.83503i
0.76219-0.83217i
0.77029-0.82511i
0.77323-0.81839i
0.78246-0.81289i
0.78653-0.80692i
0.7933-0.80152i
0.79955-0.79696i
0.80622-0.7925i
0.81083-0.78641i
0.81766-0.7805i
0.8231-0.77418i
0.82755-0.76582i
0.83362-0.76141i
0.83973-0.75636i
0.84548-0.74822i
0.85118-0.74083i
0.85542-0.7363i
0.86363-0.73073i
0.86871-0.72458i
0.87494-0.71545i
0.87922-0.70992i
0.88456-0.70406i
0.88845-0.69805i
0.89265-0.68918i
0.90093-0.68345i
0.90517-0.67883i
0.90957-0.669i
0.91467-0.6641i
0.92056-0.65845i
0.92474-0.65031i
0.92926-0.64215i
0.93254-0.63673i
0.93906-0.63087i
0.94193-0.6223i
0.94768-0.61712i
0.95279-0.60847i
0.95658-0.60313i
0.96298-0.59721i
0.96699-0.58826i
0.97215-0.58164i
0.97678-0.57441i
0.97959-0.56645i
0.98485-0.55874i
0.98698-0.55221i
0.99242-0.54591i
0.99909-0.53689i
1.0014-0.53066i
1.0027-0.5228i
1.0074-0.51262i
1.0099-0.5071i
1.0143-0.49935i
1.0174-0.49384i
1.0214-0.48609i
1.0256-0.47744i
1.0299-0.4702i
1.0336-0.46112i
1.0356-0.45434i
1.0406-0.4472i
1.0437-0.43896i
1.0472-0.43119i
1.051-0.42451i
1.0547-0.41621i
1.0583-0.40738i
1.0592-0.39734i
1.064-0.39254i
1.065-0.38416i
1.07-0.37479i
1.0735-0.36788i
1.0763-0.35904i
1.0766-0.35316i
1.08-0.34614i
1.0839-0.335i
1.0843-0.3299i
1.0878-0.32231i
1.092-0.31033i
1.0927-0.30476i
1.0959-0.29712i
1.0989-0.28722i
1.1005-0.27818i
1.1007-0.27145i
1.1049-0.26486i
1.108-0.25584i
1.1091-0.24732i
1.1113-0.23649i
1.1134-0.23133i
1.1146-0.22403i
1.1158-0.21292i
1.1154-0.20811i
1.1168-0.19964i
1.1219-0.18938i
1.1209-0.18146i
1.1223-0.17343i
1.1246-0.16464i
1.1258-0.15601i
1.1246-0.15116i
1.1296-0.13859i
1.1271-0.13254i
1.1263-0.12342i
1.1298-0.11612i
1.1333-0.10814i
1.133-0.099485i
1.1339-0.090222i
1.1337-0.082138i
1.1321-0.074033i
1.1352-0.065589i
1.1346-0.055764i
1.1381-0.046591i
1.1357-0.039107i
1.1347-0.031309i
1.1388-0.021053i
1.1363-0.013776i
1.1378-0.0069617i
1.1406+0.0040893i
1.1398+0.0093647i
1.1369+0.018598i
1.1361+0.029182i
1.1381+0.036045i
1.1389+0.046752i
1.1359+0.051229i
1.1339+0.062395i
1.1379+0.070622i
1.1338+0.07897i
1.1337+0.085665i
1.1345+0.094773i
1.1344+0.10448i
1.1304+0.11172i
1.1329+0.12001i
1.1317+0.12618i
1.1286+0.13572i
1.1296+0.14535i
1.1317+0.15393i
1.1277+0.1616i
1.1275+0.17011i
1.1243+0.17937i
1.1229+0.1877i
1.1218+0.19659i
1.1203+0.20184i
1.1192+0.21393i
1.1175+0.22053i
1.1127+0.22578i
1.1126+0.23667i
1.1075+0.24433i
1.1083+0.253i
1.1071+0.2631i
1.1067+0.26937i
1.1048+0.27671i
1.1013+0.28645i
1.0988+0.292i
1.0958+0.30478i
1.0961+0.31054i
1.094+0.31675i
1.089+0.32792i
1.0875+0.33311i
1.0838+0.34205i
1.0844+0.3528i
1.0822+0.36134i
1.078+0.36856i
1.0714+0.3765i
1.0713+0.3841i
1.0687+0.39066i
1.066+0.39954i
1.0625+0.4082i
1.0592+0.41367i
1.0573+0.42322i
1.054+0.43309i
1.0505+0.43886i
1.0474+0.44731i
1.0436+0.45448i
1.0421+0.46211i
1.0389+0.46976i
1.0363+0.47813i
1.0308+0.48622i
1.0244+0.49195i
1.0235+0.49901i
1.0198+0.50868i
1.0162+0.51733i
1.0123+0.52241i
1.0098+0.5303i
1.0045+0.53684i
1.0011+0.54399i
0.99537+0.55027i
0.99131+0.55996i
0.98783+0.56543i
0.98323+0.5751i
0.98064+0.58103i
0.97598+0.5885i
0.9717+0.59385i
0.96717+0.6029i
0.96095+0.60866i
0.95526+0.61896i
0.95391+0.62437i
0.94645+0.63291i
0.94382+0.64046i
0.93655+0.64687i
0.93415+0.65438i
0.93162+0.65845i
0.92293+0.66617i
0.92053+0.67515i
0.91512+0.68229i
0.90833+0.68756i
0.90206+0.69475i
0.89775+0.7029i
0.89263+0.70925i
0.88902+0.71463i
0.88225+0.7177i
0.87469+0.72908i
0.87005+0.73525i
0.86413+0.73819i
0.85961+0.74611i
0.85148+0.74955i
0.84872+0.75989i
0.84271+0.7646i
0.83736+0.77299i
0.83265+0.77856i
0.82684+0.78363i
0.8194+0.78768i
0.81608+0.79721i
0.80721+0.80032i
0.80273+0.81007i
0.79716+0.81317i
0.79108+0.81974i
0.78406+0.82493i
0.78169+0.83245i
0.77098+0.83833i
0.76757+0.84241i
0.75878+0.84883i
0.75261+0.85404i
0.74816+0.85897i
0.73867+0.86428i
0.73354+0.87044i
0.72761+0.87664i
0.7219+0.88274i
0.71369+0.88447i
0.70843+0.89232i
0.70114+0.8958i
0.69582+0.90243i
0.6863+0.9066i
0.68153+0.91057i
0.67389+0.91753i
0.66809+0.92036i
0.65923+0.927i
0.65493+0.93523i
0.64738+0.93729i
0.63944+0.94127i
0.63255+0.94725i
0.62543+0.95043i
0.61897+0.9569i
0.60994+0.96045i
0.60515+0.96404i
0.59678+0.9708i
0.58971+0.97371i
0.58284+0.97716i
0.5743+0.98256i
0.56795+0.98502i
0.55912+0.99054i
0.55196+0.99593i
0.5458+0.99822i
0.53923+1.0025i
0.53158+1.0055i
0.52335+1.0117i
0.51671+1.0143i
0.5108+1.0178i
0.50209+1.0211i
0.4937+1.0264i
0.486+1.0304i
0.47605+1.0358i
0.47065+1.0379i
0.46116+1.0415i
0.45606+1.0431i
0.44682+1.0464i
0.43796+1.0505i
0.42861+1.0517i
0.42394+1.0566i
0.41541+1.0603i
0.40722+1.0621i
0.40062+1.0652i
0.39281+1.0669i
0.38398+1.0708i
0.37509+1.0738i
0.36531+1.0764i
0.35667+1.0797i
0.35059+1.0816i
0.34357+1.0845i
0.33727+1.0874i
0.32753+1.0888i
0.32304+1.0892i
0.3125+1.0941i
0.30207+1.0944i
0.29615+1.0962i
0.28903+1.0986i
0.27874+1.1032i
0.27051+1.1031i
0.26438+1.1059i
0.2535+1.1098i
0.24813+1.1105i
0.2378+1.1097i
0.22877+1.1106i
0.2219+1.1151i
0.21068+1.1164i
0.20298+1.1199i
0.19592+1.1206i
0.18801+1.1204i
0.17802+1.1239i
0.17302+1.1215i
0.16217+1.1238i
0.15646+1.1246i
0.14546+1.127i
0.13591+1.1285i
0.1317+1.1285i
0.12103+1.1296i
0.11291+1.1303i
0.1035+1.131i
0.096634+1.1342i
0.088782+1.1353i
0.076966+1.1368i
0.071844+1.1349i
0.060844+1.1352i
0.054331+1.1341i
0.045538+1.1375i
0.041186+1.1353i
0.029472+1.1355i
0.021308+1.1365i
0.011635+1.1356i
0.0067662+1.1371i
-0.0054717+1.1348i
-0.01295+1.136i
-0.020824+1.1375i
-0.030475+1.1344i
-0.036654+1.136i
-0.048516+1.1354i
-0.057185+1.1345i
-0.063238+1.1356i
-0.071952+1.135i
-0.082183+1.1325i
-0.087755+1.1319i
-0.097798+1.1316i
-0.10582+1.1313i
-0.11242+1.1315i
-0.12158+1.1311i
-0.1323+1.1293i
-0.13777+1.1279i
-0.14864+1.1273i
-0.15497+1.1253i
-0.16506+1.1261i
-0.17165+1.1267i
-0.18168+1.1251i
-0.18831+1.1232i
-0.1983+1.121i
-0.20864+1.1198i
-0.21343+1.1179i
-0.22356+1.1144i
-0.23197+1.113i
-0.24042+1.1143i
-0.24682+1.1104i
-0.25406+1.1112i
-0.26434+1.1068i
-0.26973+1.1069i
-0.27797+1.1044i
-0.28775+1.1019i
-0.29843+1.1i
-0.30287+1.0971i
-0.31236+1.0948i
-0.32183+1.0947i
-0.32782+1.09i
-0.33737+1.0885i
-0.34382+1.0858i
-0.35208+1.0818i
-0.35947+1.0813i
-0.36689+1.0774i
-0.3773+1.0758i
-0.38402+1.0717i
-0.39082+1.069i
-0.40016+1.0659i
-0.40574+1.063i
-0.41664+1.0602i
-0.42325+1.0589i
-0.4303+1.0527i
-0.43955+1.0518i
-0.44759+1.0483i
-0.45381+1.0454i
-0.46078+1.0409i
-0.46972+1.0365i
-0.47843+1.0333i
-0.48714+1.0292i
-0.4949+1.0297i
-0.5+1.0235i
-0.50641+1.0207i
-0.51911+1.0162i
-0.52506+1.0106i
-0.53036+1.0098i
-0.5395+1.0037i
-0.54502+1.0008i
-0.55265+0.99532i
-0.55949+0.99123i
-0.567+0.98717i
-0.57472+0.98455i
-0.58145+0.98182i
-0.59011+0.97376i
-0.59554+0.97268i
-0.60513+0.96638i
-0.61156+0.96297i
-0.6182+0.96069i
-0.62597+0.95294i
-0.63304+0.95098i
-0.6386+0.94641i
-0.6475+0.94072i
-0.65332+0.93579i
-0.66171+0.93098i
-0.66634+0.92621i
-0.675+0.92239i
-0.67982+0.91799i
-0.68986+0.91263i
-0.69639+0.90572i
-0.7012+0.90065i
-0.70948+0.89596i
-0.71608+0.88854i
-0.72055+0.8861i
-0.72804+0.87839i
-0.73641+0.87382i
-0.74213+0.86897i
-0.74785+0.86391i
-0.75346+0.85725i
-0.76209+0.85279i
-0.7648+0.84792i
-0.77382+0.84095i
-0.7801+0.83501i
-0.78516+0.83047i
-0.79092+0.82478i
-0.79753+0.81749i
-0.80422+0.81237i
-0.80915+0.80681i
-0.815+0.80154i
-0.8207+0.79184i
-0.82864+0.78728i
-0.83426+0.7821i
-0.84029+0.77553i
-0.84309+0.77083i
-0.84978+0.76321i
-0.85778+0.75874i
-0.86218+0.75113i
-0.86757+0.74671i
-0.87253+0.74019i
-0.87954+0.73483i
-0.88649+0.72888i
-0.89019+0.72075i
-0.89529+0.71399i
-0.90183+0.7076i
-0.90448+0.70043i
-0.91112+0.69235i
-0.91626+0.68974i
-0.92188+0.67992i
-0.92763+0.67358i
-0.93245+0.66465i
-0.93451+0.66015i
-0.94073+0.65251i
-0.946+0.64533i
-0.95077+0.63793i
-0.95497+0.63105i
-0.95803+0.62315i
-0.96369+0.61724i
-0.96779+0.61183i
-0.97231+0.60194i
-0.97763+0.59623i
-0.9819+0.59002i
-0.98589+0.58194i
-0.99162+0.57423i
-0.99381+0.56721i
-0.99793+0.55928i
-1.0036+0.55149i
-1.0061+0.54578i
-1.0101+0.53616i
-1.0146+0.52861i
-1.0207+0.52438i
-1.0244+0.51299i
-1.0269+0.50663i
-1.0289+0.49997i
-1.0317+0.49077i
-1.0368+0.4839i
-1.0418+0.47612i
-1.0423+0.4665i
-1.0465+0.46133i
-1.0503+0.45113i
-1.0549+0.44645i
-1.0549+0.43836i
-1.059+0.42987i
-1.0638+0.42072i
-1.0676+0.41416i
-1.0698+0.40527i
-1.0729+0.39995i
-1.0791+0.38971i
-1.0797+0.38259i
-1.0814+0.37512i
-1.0852+0.36764i
-1.0885+0.35847i
-1.0909+0.34751i
-1.0937+0.34152i
-1.0962+0.33461i
-1.0992+0.32488i
-1.1008+0.31801i
-1.1022+0.31109i
-1.1064+0.30165i
-1.1075+0.29338i
-1.1102+0.28313i
-1.112+0.27753i
